Date
459.33
460.9
459.39
458.22
458.71
456.77
450.7
448.86
439.72
436.64
440.16
438.68
437.52
440.88
431.94
430.42
425.66
425.24
421.33
418.11
410.72
415.81
417.76
422.21
424.73
423.99
426.79
427.32
428.84
426.38
425.75
426.56
429.61
429.01
423.83
421.52
422.75
419.52
420.95
422.61
425.83
427.22
431.02
430.15
432.32
432.47
436.5
436.76
436.56
434.58
436.15
438.06
442.16
442.91
440.08
439.3
434.51
437.25
438.84
439.5
436.69
435.42
435.54
433.18
437.65
435.42
433.42
430.9
430.18
431.9
433.53
436.31
436.7
435.42
431.52
429
425.79
420.08
419.19
420.56
421.06
417.98
420.07
421.85
423.58
425.44
428.61
431.23
431.84
431.34
433.2
438.1
441.61
442.5
442.93
445.74
448.31
452.89
453.89
456.87
458.29
453.69
457.51
458.77
458.97
462.13
465.61
464.61
464.96
464.09
460.87
462.79
466.56
468.86
467.1
467.55
460.79
460.53
460.8
461.27
459.33
455.64
455.38
456.89
460.38
462.29
462.04
461.76
459.19
460.53
461.68
460.97
463.9
467.17
468.44
469.6
464.48
460.82
458.17
455.27
444.64
442.56
445.45
445.43
442.59
439.38
438.24
435.91
428.89
417.46
400.04
402.08
407.73
412.98
408.03
408.3
410.33
411.45
402.27
393.49
388.59
379.68
374.84
360.22
367.33
381.27
382.86
381.78
378.68
381.21
381.67
382.44
378.78
380.38
381.73
379.49
380.32
376.18
374.42
374.11
372.21
371.68
364.43
362.54
352.16
354.78
350.03
341.19
344.51
354.65
356.39
351.45
349.89
347.36
348.14
339.11
333.25
325.61
327.55
329.54
325.44
326.78
334.03
337.36
341.12
341.09
340.98
339.74
334.36
330.8
329.83
329.84
330.6
336.45
340.76
340.53
336.8
336.37
341.95
351.46
352.87
356.87
354.46
350.85
352.73
348.29
348.77
349.04
348.86
354.05
355.06
355.75
359.06
361.32
364.11
370.87
372.29
371.54
371.47
367.99
370.42
371.5
368.83
365.72
370.17
371.22
372.3
372.4
372.41
372.4
371.05
371.2
373.84
372.19
367.51
367.24
360.24
359
357.45
361.92
361.8
355.75
357.3
365.2
375.81
376.99
379.9
379.03
383.91
391.33
394.28
396.8
400.61
408.53
414.2
417.69
424.8
432.2
439.24
435.01
436.8
444.1
443.98
447.97
444.31
448.71
450.32
446.02
446.38
448.95
451.09
447.71
450.82
453.05
456.73
461.13
473.05
473.8
475.74
475.11
467.15
461.4
468.18
467.79
466.29
466.27
462.81
466.09
464.6
464.15
468.49
478.57
482.37
482.3
480.86
491.2
495.05
497.57
495.79
495.65
492.46
490.76
499.31
501.62
500.84
506.75
511.31
506.62
501.19
494.38
496.08
498.45
496.03
494.64
487.74
484.72
487.85
491.13
492.1
491.48
491.51
492.51
497.81
493.42
493.93
488.79
478.08
481.77
481.38
480.1
483.6
487.29
489.6
492.67
497.17
499.05
503.19
506.11
507.1
507.25
505.2
502.94
498.54
495.85
496.62
491.05
491.14
495.07
494.32
491.59
485.36
485.88
485.82
475.23
473.3
473.08
476.24
475.92
481.31
478.78
474.32
474.05
479.51
483.64
487.17
488.37
492.71
496.19
493.6
493.42
496.8
497
494.99
489.65
487.42
490.28
492.69
493.35
498.27
502.04
504.15
505.67
502.61
505.2
507.46
509.39
508.31
510
514.4
517.68
515.67
512.47
497.64
502.05
517.97
518.3
521.06
521.38
521.75
526.29
526.39
525.68
520.91
517.92
516.93
516.94
518.07
511.28
514.76
521.13
516.71
515.68
515.17
518.55
522.67
527.19
524.69
526.47
527.82
526.94
524.48
526.88
528.51
526.33
