freq,mag
0.0,2.6905884927449126e-15
0.0006666666666666666,88.62552220858277
0.0013333333333333333,46.502869809189484
0.002,46.55982989060798
0.0026666666666666666,25.767200285352104
0.003333333333333333,20.385775584548167
0.004,12.195466656767806
0.004666666666666666,24.131334230384613
0.005333333333333333,16.917275192882432
0.006,12.218350255537958
0.006666666666666666,11.246852258571035
0.007333333333333333,11.246599661609174
0.008,5.857769198245505
0.008666666666666666,7.223025382901723
0.009333333333333332,5.900614886721405
0.01,4.074955228921646
0.010666666666666666,5.251039855533707
0.011333333333333332,7.15441326298639
0.012,5.5341524804602304
0.012666666666666666,5.468100783172356
0.013333333333333332,5.640279204201311
0.014,4.591547088667593
0.014666666666666666,5.08469209341018
0.015333333333333332,3.958504244270931
0.016,5.229534128956449
0.016666666666666666,4.885344926700298
0.017333333333333333,3.1424800046890597
0.018,2.276416873817884
0.018666666666666665,3.7418681062063675
0.019333333333333334,4.905010077679876
0.02,2.848379054820085
0.020666666666666667,3.953957121369874
0.021333333333333333,4.008446652561931
0.022,1.9755342997027125
0.022666666666666665,3.4687886632429454
0.02333333333333333,2.9608609451496855
0.024,3.9346748219511616
0.024666666666666667,2.1211391937929442
0.025333333333333333,2.0039369379839744
0.026,2.109843919840881
0.026666666666666665,3.365571822890075
0.02733333333333333,2.388605714197282
0.028,2.250547232775886
0.028666666666666667,1.4145451090563277
0.029333333333333333,1.7784755645901427
0.03,1.9079621467226267
0.030666666666666665,1.795959396109651
0.03133333333333333,1.2754986351707496
0.032,1.8596060965674184
0.03266666666666666,1.7327394336860373
0.03333333333333333,1.5162235655263492
0.033999999999999996,0.5812830826294366
0.034666666666666665,2.13467225636906
0.035333333333333335,2.1082219307018994
0.036,1.6899375487882609
0.03666666666666667,1.4261949851870939
0.03733333333333333,1.480953993995912
0.038,1.774707105297994
0.03866666666666667,1.5885189825058017
0.03933333333333333,1.75670740238342
0.04,1.9030085156359853
0.04066666666666666,2.2019933531379667
0.04133333333333333,0.7099237013033118
0.041999999999999996,1.897668251235784
0.042666666666666665,1.7517068928878592
0.043333333333333335,1.6617090862733597
0.044,1.3627442701456838
0.04466666666666667,1.4335847291582164
0.04533333333333333,1.152265216223885
0.046,1.4817092601485518
0.04666666666666666,1.325320742453482
0.04733333333333333,0.2195247890730836
0.048,1.3097802946079362
0.048666666666666664,0.7794549543545092
0.04933333333333333,1.273943417634978
0.049999999999999996,1.3111095019570644
0.050666666666666665,1.3328040125198153
0.051333333333333335,0.9411828959250585
0.052,1.540741738288668
0.05266666666666667,1.173429805421885
0.05333333333333333,1.1742303374831755
0.054,1.2347310136244456
0.05466666666666666,1.351535228753758
0.05533333333333333,0.9643692114210285
0.056,1.440660731871631
0.056666666666666664,1.293201336856716
0.05733333333333333,0.731194719182529
0.057999999999999996,1.286166319486079
0.058666666666666666,1.1874781757864499
0.05933333333333333,1.1576800795885573
0.06,1.5227113315395757
0.06066666666666667,1.208543484030409
0.06133333333333333,0.9670768971677285
0.062,1.2710182651174795
0.06266666666666666,1.1106464012825021
0.06333333333333332,1.6846689497697445
0.064,0.6732871621483747
0.06466666666666666,0.7399502864020719
0.06533333333333333,1.1488701831104406
0.066,0.9930417496662937
0.06666666666666667,1.1484077929607364
0.06733333333333333,2.0026841211027495
0.06799999999999999,1.1715674595657695
0.06866666666666667,1.2534051954110406
